Mine,County,Elevation,Commodity,Latitude,Longitude,MRDS
Adelaide,Sierra,7198 Feet,Gold,39.6628,-120.58560,10165518
Pigeon Egg Claim,Sierra,7198 Feet,Gold,39.6611,-120.67080,10140767
Occurrence,Sierra,6417 Feet,Gold,39.6764,-120.65030,10286694
Scales Placer Mng Co,Sierra,4360 Feet,Gold,39.59806,-120.99000,10077625
Kitten,Sierra,2999 Feet,Gold,39.4419,-120.83780,10286859
Joubert,Sierra,na,Gold,39.4939,-121.02580,10165160
Gale and H E Jenkohl,Sierra,4081 Feet,Gold,39.4836,-120.95360,10213957
Unidentified Workings,Sierra,na,Gold,39.57139,-120.68389,10034832
Indelta,Sierra,6001 Feet,Gold,39.6661,-120.78830,10189516
Rao,Sierra,4570 Feet,Gold,39.4778,-120.83780,10262127
Panama Claim,Sierra,3999 Feet,Gold,39.4683,-120.83280,10189868
Morning Glory,Sierra,3960 Feet,Gold,39.4694,-120.83830,10140756
Minnie D and Lucky Larry,Sierra,4039 Feet,Gold,39.4717,-120.83780,10213997
Hub Mine,Sierra,4521 Feet,Gold,39.4692,-120.85360,10286943
Hanley and Co Gravel Claim,Sierra,4180 Feet,Gold,39.4658,-120.86670,10262405
James,Sierra,4400 Feet,Gold,39.4761,-120.90060,10164988
New Jersey,Sierra,3921 Feet,Gold,39.4728,-120.89690,10189909
Pacific Group,Sierra,5098 Feet,Gold,39.67889,-120.90278,10077682
Roye-Sum,Sierra,4400 Feet,Gold,39.4631,-120.85440,10189494
Alta Mine,Sierra,3599 Feet,Gold,39.4569,-120.85720,10286743
Mammoth No. 1 Prospect,Sierra,5919 Feet,Gold,39.6983,-120.79580,10213383
Davis Motor Mine,Sierra,4800 Feet,Gold,39.6628,-120.94280,10189936
Pioneer,Sierra,4800 Feet,Gold,39.675,-120.92920,10237905
Challenge,Sierra,5000 Feet,Gold,39.6772,-120.92670,10189897
Loftus Blue Lead Mines Co,Sierra,5000 Feet,Gold,39.6947,-120.91860,10286478
Sierra Union,Sierra,4921 Feet,Gold,39.6972,-120.92810,10164858
Magnolia Mine,Sierra,4921 Feet,Gold,39.6147,-120.93940,10140709
Brown Bear Mine,Sierra,5000 Feet,Gold,39.5878,-120.90500,10286406
Possible Occurrence,Sierra,4760 Feet,Gold,39.6194,-120.95670,10238016
Grabstake,Sierra,5000 Feet,Gold,39.6156,-120.89420,10262107
Columbo-Bullion Group,Sierra,5719 Feet,Gold,39.5797,-120.67610,10140631
Kate Hardy Mine and Mill,Sierra,3999 Feet,Gold,39.4786,-120.88690,10286589
Unidentified Workings,Sierra,na,Gold,39.54306,-120.65639,10034828
Badger Hill,Sierra,2999 Feet,Gold,39.5586,-120.82310,10213861
Caladonia Development Co,Sierra,3540 Feet,Gold,39.5514,-120.81890,10165016
Bkb Mining Co,Sierra,2959 Feet,Gold,39.5586,-120.83500,10189858
Golden Slide,Sierra,4859 Feet,Gold,39.5369,-120.85110,10213507
Australia,Sierra,3120 Feet,Gold,39.5583,-120.83280,10116445
Lone Wolf Group,Sierra,na,Gold,39.64889,-120.64250,10103097
Placer Mine,Sierra,5741 Feet,Gold,39.63333,-120.59333,10077716
Hilo Mine,Sierra,4199 Feet,Gold,39.60222,-120.87139,10077663
Omega Mine,Sierra,4239 Feet,Gold,39.48278,-120.88028,10077652
Thousand-And-One,Sierra,6099 Feet,Gold,39.58,-120.58500,10262472
Harp,Sierra,5400 Feet,Gold,39.6358,-120.88420,10164773
Halkyard,Sierra,4199 Feet,Gold,39.4839,-120.97390,10238079
Middle Yuba,Sierra,2159 Feet,Gold,39.4169,-120.96170,10213706
Unidentified Adit,Sierra,2201 Feet,Gold,39.4172,-120.95330,10286535
Hidden Nugget,Sierra,2720 Feet,Gold,39.4247,-120.92920,10213791
Middle Yuba River,Sierra,2241 Feet,Gold,39.4194,-120.95360,10262248
Boman Mine,Sierra,3720 Feet,Gold,39.4453,-120.94440,10141181
Sunnyside Mine,Sierra,6401 Feet,Gold,39.70444,-120.77944,10077710
Unidentified Working,Sierra,6401 Feet,Gold,39.6947,-120.57310,10141171
William Tell,Sierra,5161 Feet,Gold,39.5631,-120.61530,10237960
Mount Pleasant,Sierra,4639 Feet,Gold,39.6133,-120.99390,10262090
Big Avelanche Group,Sierra,na,Gold,39.55083,-120.66000,10086600
Green and Farr Prospect,Sierra,5200 Feet,Gold,39.5544,-120.63190,10116605
General Sherman,Sierra,4400 Feet,Gold,39.4525,-120.84220,10116708
Durston Gold Mng Co,Sierra,4600 Feet,Gold,39.4583,-120.83280,10189413
Gold Crown,Sierra,4321 Feet,Gold,39.465,-120.84610,10262298
Bannister,Sierra,4400 Feet,Gold,39.5436,-120.82280,10286684
Unnamed Property,Sierra,4160 Feet,Gold,39.5614,-120.62970,10140536
Gentile Flat,Sierra,3999 Feet,Gold,39.5628,-120.64780,10189603
Gillespie Dam,Sierra,3999 Feet,Gold,39.5644,-120.66580,10189731
Northern Belle,Sierra,4160 Feet,Gold,39.5625,-120.67190,10116505
Bolivia,Sierra,4400 Feet,Gold,39.5628,-120.66830,10214027
Carmen,Sierra,6699 Feet,Gold,39.6775,-120.62080,10262725
Homestake,Sierra,6880 Feet,Gold,39.6778,-120.59330,10286449
Mayday & Undine,Sierra,7198 Feet,Gold,39.6775,-120.57970,10238200
Unidentified Workings,Sierra,na,Gold,39.55333,-120.70694,10034835
Queen,Sierra,5200 Feet,Gold,39.66667,-120.93222,10077633
Pat Young,Sierra,4800 Feet,Gold,39.5686,-120.64330,10237626
Kanaka,Sierra,4600 Feet,Gold,39.4653,-120.90530,10213680
Unidentified Working,Sierra,2201 Feet,Gold,39.5153,-121.03890,10141191
Brandy City Mine,Sierra,3501 Feet,Gold,39.5403,-121.01940,10116892
Sixteen To One Mine,Sierra,4121 Feet,Gold,39.4658,-120.84280,10189533
Oriental Mine,Sierra,3619 Feet,Gold,39.4603,-120.85780,10116707
Unidentified Working,Sierra,5200 Feet,Gold,39.7197,-120.90500,10116343
Blue Grouse Mine,Sierra,3599 Feet,Gold,39.4419,-120.96280,10189262
Desert Hills Prospect,Sierra,3281 Feet,Gold,39.4358,-120.99580,10116450
Grizzley Peak Mine,Sierra,3560 Feet,Gold,39.4411,-120.99310,10189561
Keystone Gold Mining Co,Sierra,5000 Feet,Gold,39.49806,-120.80500,10086521
Monumental Mine,Sierra,5000 Feet,Gold,39.67056,-120.91278,10077683
Deadwood,Sierra,5699 Feet,Gold,39.68,-120.85556,10077680
Isabel Placer,Sierra,5561 Feet,Gold,39.51944,-120.80389,10077643
Unidentified Workings,Sierra,5400 Feet,Gold,39.6914,-120.90080,10281496
Star Mine,Sierra,5059 Feet,Gold,39.6914,-120.91060,10213400
Pacific Alta Group,Sierra,5000 Feet,Gold,39.7017,-120.92390,10165290
Greenwood Mng and Dev Co,Sierra,5000 Feet,Gold,39.6967,-120.92190,10232126
Caledonia Mine,Sierra,5000 Feet,Gold,39.6914,-120.91810,10164794
Alturas,Sierra,4800 Feet,Gold,39.6692,-120.97280,10140951
Elkton Claims,Sierra,5600 Feet,Gold,39.5089,-120.81000,10116345
Myrtle Mine,Sierra,5400 Feet,Gold,39.5892,-120.85170,10164796
Unnamed Property,Sierra,4800 Feet,Gold,39.5739,-120.65940,10116415
Bradly Consolidated Group,Sierra,4560 Feet,Gold,39.57,-120.64030,10189499
Bigelow,Sierra,4400 Feet,Gold,39.5675,-120.64030,10189422
Waterfall Placer,Sierra,4101 Feet,Gold,39.5675,-120.62360,10213999
Kentucky,Sierra,4478 Feet,Gold,39.5722,-120.62280,10213849
Table Rock,Sierra,5640 Feet,Gold,39.6975,-120.87472,10077676
Morristown and Angora Group,Sierra,5200 Feet,Gold,39.65278,-120.90333,10077634
Canada Claim,Sierra,5000 Feet,Gold,39.66083,-120.94111,10077632
Great Northern,Sierra,6358 Feet,Gold,39.6194,-120.65190,10237677
Unidentified Working,Sierra,6801 Feet,Gold,39.6144,-120.67250,10286423
Wallis Mine,Sierra,7041 Feet,Gold,39.6272,-120.66670,10140879
Chloride,Sierra,5400 Feet,Gold,39.5931,-120.85080,10213388
King Consolidated Group,Sierra,5200 Feet,Gold,39.4711,-120.80440,10165483
Antlered Crest Mine,Sierra,4800 Feet,Gold,39.5753,-120.60250,10286726
Occurrence,Sierra,4800 Feet,Gold,39.5647,-120.58330,10237726
Unnamed Property,Sierra,5299 Feet,Gold,39.5708,-120.57110,10116820
Gibsonville Consolidated,Sierra,6001 Feet,Gold,39.75444,-120.90917,10077690
Bunker Hill,Sierra,5961 Feet,Gold,39.7575,-120.87028,10077694
Unidentified Workings,Sierra,4199 Feet,Gold,39.6656,-120.96360,10262430
Placer Mine,Sierra,5738 Feet,Gold,39.6333,-120.59330,10262022
Arctic Mine,Sierra,6558 Feet,Gold,39.6411,-120.60670,10237808
Deer Group,Sierra,6801 Feet,Gold,39.6353,-120.67780,10165003
Deer Lake,Sierra,6998 Feet,Gold,39.6547,-120.66440,10262628
Russell Hill Drift Mine,Sierra,3199 Feet,Gold,39.4969,-121.02110,10286779
Indian Hill,Sierra,3360 Feet,Gold,39.5078,-120.99560,10207885
Hobby,Sierra,2320 Feet,Gold,39.5147,-120.98890,10286808
Italian Mine,Sierra,3199 Feet,Gold,39.5089,-120.99580,10286659
Grissly Hill Hydraulic Mine,Sierra,2280 Feet,Gold,39.5206,-120.99670,10237588
Nugget Nell,Sierra,5919 Feet,Gold,39.6294,-120.86060,10286398
Pliocene Mine,Sierra,5561 Feet,Gold,39.5114,-120.80390,10189537
Shasta Mine,Sierra,5679 Feet,Gold,39.5242,-120.81390,10213559
Feather Fork,Sierra,5600 Feet,Gold,39.7208,-120.91690,10213780
Rattle Snake Group,Sierra,4551 Feet,Gold,39.65417,-120.81333,10077688
New California Mine,Sierra,5640 Feet,Gold,39.6975,-120.87470,10213488
American Mng and Dev Co,Sierra,3999 Feet,Gold,39.5156,-120.94310,10304995
Golden Scepter Mine,Sierra,6040 Feet,Gold,39.6733,-120.84110,10262243
Monumental Mine,Sierra,5000 Feet,Gold,39.6706,-120.91280,10189648
Jenny Lind,Sierra,5098 Feet,Gold,39.6789,-120.90280,10213416
Deadwood Diggings Mine,Sierra,5699 Feet,Gold,39.68,-120.85560,10213403
Tennessee Mine,Sierra,5440 Feet,Gold,39.695,-120.82220,10237780
Unidentified Workings,Sierra,4898 Feet,Gold,39.6961,-120.83860,10141167
Melrose,Sierra,4199 Feet,Gold,39.6133,-120.76280,10238108
Mayflower 1 and 2,Sierra,na,Gold,39.4731,-120.88220,10262269
Lucky and Hard Work,Sierra,3159 Feet,Gold,39.4389,-120.89830,10140836
Brush Creek,Sierra,4501 Feet,Gold,39.51222,-120.88861,10034760
Frances D,Sierra,3799 Feet,Gold,39.4578,-120.86440,10189667
Spoon,Sierra,3599 Feet,Gold,39.4583,-120.85280,10213451
Cleveland,Sierra,4199 Feet,Gold,39.4622,-120.86360,10262662
Lawler,Sierra,5000 Feet,Gold,39.4878,-120.76780,10165306
Excelsior Group,Sierra,5000 Feet,Gold,39.4803,-120.76970,10165149
Bear Creek,Sierra,4879 Feet,Gold,39.4761,-120.74860,10141079
Bellevue Mine,Sierra,5000 Feet,Gold,39.7131,-120.93140,10189997
Prospect Group,Sierra,3599 Feet,Gold,39.54306,-120.82333,10034808
Oasis,Sierra,na,Gold,39.45778,-120.85694,10034802
New York,Sierra,na,Gold,39.70389,-120.84556,10034800
Flanagan,Sierra,6401 Feet,Gold,39.7528,-120.85110,10141159
Niagara Mine,Sierra,6280 Feet,Gold,39.7583,-120.86390,10140944
Manchester Mine,Sierra,6099 Feet,Gold,39.7581,-120.86610,10286514
Homestake,Sierra,5840 Feet,Gold,39.755,-120.87390,10238173
Gibsonville,Sierra,5919 Feet,Gold,39.7525,-120.87030,10262726
Poker Flat Drift Prospect,Sierra,4757 Feet,Gold,39.6928,-120.84440,10262174
Alhambra Mine,Sierra,4839 Feet,Gold,39.6956,-120.82780,10214014
Unidentified Working,Sierra,5919 Feet,Gold,39.7386,-120.81640,10286463
Roye-Sum,Sierra,na,Gold,39.45417,-120.85556,10034810
Keystone,Sierra,5499 Feet,Gold,39.54972,-120.54778,10034786
Frances D,Sierra,na,Gold,39.4575,-120.85361,10034774
Oak,Sierra,4121 Feet,Gold,39.4856,-120.87190,10286473
Lucky Dog Gravel Mine,Sierra,4400 Feet,Gold,39.4878,-120.87420,10116994
Omega Mine,Sierra,4239 Feet,Gold,39.4828,-120.88030,10287041
Tomboy and Eureka,Sierra,4199 Feet,Gold,39.4833,-120.87360,10117089
Occurrence,Sierra,3120 Feet,Gold,39.5911,-120.82690,10237820
Unidentified Adits,Sierra,5499 Feet,Gold,39.6275,-120.79830,10140828
Unidentified Working,Sierra,5699 Feet,Gold,39.7336,-120.89360,10116646
Unidentified Working,Sierra,5640 Feet,Gold,39.7494,-120.89390,10165076
Golden Star,Sierra,3825 Feet,Gold,39.5522,-120.80030,10189738
Finney Mine,Sierra,3100 Feet,Gold,39.5558,-120.82860,10286758
Hughes Mine,Sierra,3199 Feet,Gold,39.5633,-120.82780,10164962
Old Bald Mt,Sierra,na,Gold,39.5014,-120.83640,10140876
North Pit,Sierra,2999 Feet,Gold,39.5725,-120.82140,10237666
Minnie D - Kanaka Placer,Sierra,na,Gold,39.5156,-120.84060,10165460
Minnesota Flat,Sierra,na,Gold,39.4242,-120.84060,10237848
Mariposa,Sierra,3681 Feet,Gold,39.46,-120.84190,10189629
Rainbow Extension,Sierra,3921 Feet,Gold,39.4622,-120.83780,10116418
Rainbow,Sierra,3921 Feet,Gold,39.4642,-120.83390,10165438
Mahady Prospect,Sierra,3999 Feet,Gold,39.4503,-120.82220,10140813
El Dorado Mine,Sierra,3921 Feet,Gold,39.4669,-120.83220,10213440
Hope,Sierra,4600 Feet,Gold,39.4556,-120.82110,10213358
Cooper,Sierra,4800 Feet,Gold,39.4511,-120.82470,10238183
Steamboat,Sierra,4400 Feet,Gold,39.4547,-120.82810,10237986
Arcade,Sierra,4039 Feet,Gold,39.4519,-120.82690,10141094
Balsum Flats,Sierra,4560 Feet,Gold,39.4644,-120.82420,10164916
Plumbago Mine,Sierra,3720 Feet,Gold,39.4522,-120.81250,10189886
Slate Creek,Sierra,5400 Feet,Gold,39.7278,-120.92780,10189911
Lost Viking,Sierra,3799 Feet,Gold,39.4394,-120.87810,10189617
Lady Ester,Sierra,3199 Feet,Gold,39.5864,-120.80530,10262681
Sebastapol Prospect,Sierra,6155 Feet,Gold,39.6664,-120.85610,10117053
Luella Prospect,Sierra,6037 Feet,Gold,39.6711,-120.84080,10189623
Luella Prosect,Sierra,6010 Feet,Gold,39.6711,-120.83860,10287003
American Flag,Sierra,4160 Feet,Gold,39.4775,-120.99610,10140786
Pleasant View Claims,Sierra,3720 Feet,Gold,39.4667,-120.98000,10238008
Atom Group,Sierra,3501 Feet,Gold,39.4836,-121.01640,10165192
General Grant,Sierra,2700 Feet,Gold,39.4069,-121.01670,10117002
Mineral Mountain,Sierra,4698 Feet,Gold,39.5186,-120.84530,10286771
City of Six Mine,Sierra,4721 Feet,Gold,39.5342,-120.83690,10213528
Eureka,Sierra,5000 Feet,Gold,39.6206,-120.90000,10189535
Alpha,Sierra,4501 Feet,Gold,39.5225,-120.85690,10238205
Clipper Ship Drift Mine,Sierra,5118 Feet,Gold,39.6917,-120.90750,10165416
Virginia & Linclon,Sierra,5801 Feet,Gold,39.7125,-120.88470,10165082
Midas,Sierra,5600 Feet,Gold,39.7161,-120.89110,10140938
Union,Sierra,5600 Feet,Gold,39.7153,-120.88580,10165207
Kosmos & Keystone Extension,Sierra,6801 Feet,Gold,39.7161,-120.85500,10165123
New York,Sierra,5801 Feet,Gold,39.7053,-120.84920,10237640
Carleton,Sierra,5400 Feet,Gold,39.7033,-120.84500,10164816
Arkansas Flat,Sierra,4800 Feet,Gold,39.5864,-120.60640,10213772
Scalan Mine,Sierra,3159 Feet,Gold,39.5014,-120.97920,10286769
Ralkyard Et Al,Sierra,3799 Feet,Gold,39.4919,-120.99560,10116930
Higgins Hydraulic,Sierra,3399 Feet,Gold,39.5836,-120.87560,10165253
D A Hatfield,Sierra,3399 Feet,Gold,39.5561,-120.82190,10116545
Mugwump,Sierra,6499 Feet,Gold,39.4725,-120.86028,10034799
Shaughnessy,Sierra,na,Gold,39.55722,-120.76361,10034814
Scotia & Alice Cons,Sierra,na,Gold,39.46222,-120.86056,10034811
Minnie D Extension,Sierra,na,Gold,39.47194,-120.82361,10034796
Cleveland,Sierra,4350 Feet,Gold,39.56111,-120.71389,10077708
West Coast Mine,Sierra,na,Gold,39.65917,-120.92167,10106526
Monarch,Sierra,na,Gold,39.59167,-120.67444,10086594
Secret Canyon,Sierra,na,Gold,39.53917,-120.81111,10086516
Twenty Two & Twenty Three,Sierra,na,Gold,39.55806,-120.70694,10034819
Alturas,Sierra,4800 Feet,Silver Gold,39.66917,-120.97278,10111087
Luella,Sierra,6001 Feet,Gold,39.66472,-120.82583,10034789
Eldorado,Sierra,na,Gold,39.46667,-120.83250,10106527
Alaska,Sierra,na,Gold,39.442,-120.98900,10106524
Irelan,Sierra,na,Gold,39.44028,-120.82333,10106529
Federal,Sierra,4721 Feet,Gold,39.49333,-120.85056,10111105
Golden Glow,Sierra,na,Gold,39.6256,-120.76140,10286773
Cold Spring Group,Sierra,5600 Feet,Gold,39.5256,-120.81000,10164770
Mount Vernon and Mott Tunnel,Sierra,5361 Feet,Gold,39.5306,-120.81670,10117024
Mott Brady,Sierra,5200 Feet,Gold,39.5225,-120.82220,10189923
Gray Eagle,Sierra,4321 Feet,Gold,39.5281,-120.85970,10237745
Hilda Mine,Sierra,5961 Feet,Gold,39.55583,-120.59611,10077712
Middle Yuba River,Sierra,na,Gold,39.4325,-120.78583,10092473
Old Mexican Group,Sierra,5000 Feet,Gold,39.53639,-120.84972,10103104
Oxford Mine & Mill,Sierra,3455 Feet,Gold,39.57833,-120.83278,10086547
Unidentified Workings,Sierra,na,Gold,39.60417,-120.58083,10034836
Unidentified Workings,Sierra,na,Gold,39.4375,-120.99750,10034820
Federal,Sierra,na,Gold,39.48583,-120.84194,10036244
Mexican Group,Sierra,3999 Feet,Gold,39.57139,-120.81472,10086550
Shannon,Sierra,na,Gold,39.44694,-120.90528,10086513
St Charles Hill,Sierra,4820 Feet,Gold,39.56667,-120.91944,10111086
Corotoman,Sierra,4501 Feet,Gold,39.48,-120.87000,10077650
Unidentified Adit,Sierra,5561 Feet,Gold,39.62972,-120.78889,10077706
Viola Group,Sierra,5400 Feet,Gold,39.50333,-120.78722,10077699
Sixteen-to-One Mine,Sierra,4101 Feet,Gold,39.46509,-120.84237,10310678
Occurrence,Sierra,2999 Feet,Gold,39.56694,-120.87556,10111117
Sailor,Sierra,4980 Feet,Gold,39.66278,-120.94083,10111091
Sierra Union,Sierra,4921 Feet,Gold,39.69722,-120.92806,10111088
Del Norte & Scotia,Sierra,na,Gold,39.465,-120.85917,10034764
Pennsylvania,Sierra,5039 Feet,Gold,39.70417,-120.82083,10111121
Poverty Hill,Sierra,4501 Feet,Gold,39.5497,-120.97780,10165102
Bella Union Consolidated,Sierra,5000 Feet,Gold,39.6322,-120.95360,10140614
Mt Alta Drift Mine,Sierra,3501 Feet,Gold,39.4669,-120.97470,10116943
Wonder,Sierra,na,Gold,39.46417,-120.83972,10034846
Unidentified Workings,Sierra,na,Gold,39.59833,-120.72556,10034829
Golden Link,Sierra,6473 Feet,Gold,39.7542,-120.85830,10238232
Garnet,Sierra,6001 Feet,Gold,39.76,-120.87250,10238027
Bunker Hill,Sierra,5961 Feet,Gold,39.7575,-120.87030,10165498
Washington,Sierra,5719 Feet,Gold,39.7503,-120.88830,10262716
Pilot Peak,Sierra,5801 Feet,Gold,39.7525,-120.88440,10116697
Slug Canyon Tunnel Co,Sierra,3501 Feet,Gold,39.54361,-120.83222,10034817
Eclipse,Sierra,3999 Feet,Gold,39.47083,-120.83778,10034768
Woodacre Mine,Sierra,5600 Feet,Gold,39.7467,-120.90310,10116831
Unidentified Working,Sierra,5479 Feet,Gold,39.7258,-120.89250,10237987
Osceola Group,Sierra,na,Gold,39.47333,-120.83833,10103105
Uncle Sam Mine,Sierra,na,Gold,39.50833,-120.85167,10103113
Espy Place Mine,Sierra,2999 Feet,Gold,39.42556,-120.97056,10111078
Dayton Consolidated Group,Sierra,4751 Feet,Gold,39.55806,-120.68833,10103085
Secret Canyon,Sierra,4249 Feet,Gold,39.5458,-120.80780,10117000
Jumper & Tippecanoe,Sierra,4800 Feet,Gold,39.5469,-120.80110,10164787
Reese Ravine Mine,Sierra,5000 Feet,Gold,39.66583,-120.84111,10086559
Davis Motor Mine,Sierra,4800 Feet,Gold,39.66278,-120.94278,10111090
Tippecanoe,Sierra,na,Gold,39.46278,-120.96528,10103112
Finan,Sierra,na,Gold,39.48667,-120.88833,10103090
Unidentified Workings,Sierra,na,Gold,39.53861,-120.71167,10034825
Live Yankee,Sierra,4580 Feet,Gold,39.48417,-120.85611,10111106
Dolan,Sierra,na,Gold,39.52889,-120.84167,10086518
Spoohn,Sierra,na,Gold,39.45861,-120.85222,10086511
General Grant,Sierra,na,Gold,39.40806,-121.00472,10086505
Brown Bear Mine,Sierra,5000 Feet,Gold,39.58778,-120.90500,10111084
Syndicate,Sierra,5440 Feet,Gold,39.71944,-120.89306,10111124
Triple Pocket Mine,Sierra,3599 Feet,Gold,39.545,-120.83194,10111096
Roman,Sierra,4429 Feet,Gold,39.54194,-120.61111,10103108
Red Jacket Claim,Sierra,na,Gold,39.58472,-120.84139,10103107
Mariposa,Sierra,na,Gold,39.46417,-120.83444,10103099
Yellow Jacket,Sierra,3881 Feet,Gold,39.46778,-120.83278,10111111
Serria Geneva,Sierra,3999 Feet,Gold,39.47722,-120.88861,10111109
Young America,Sierra,na,Gold,39.615,-120.63056,10086592
Cleveland,Sierra,4249 Feet,Gold,39.56083,-120.71444,10086585
Eagle Bird,Sierra,6001 Feet,Gold,39.52806,-120.74472,10086571
Andy Fitz,Sierra,3199 Feet,Gold,39.51528,-120.87944,10103524
Gold Point,Sierra,na,Gold,39.57389,-120.74000,10086584
Sierra Buttes,Sierra,6401 Feet,Gold,39.57528,-120.64306,10106504
Mayflower,Sierra,4101 Feet,Gold,39.4825,-120.83000,10034792
Sierra Homestake,Sierra,5919 Feet,Gold,39.62556,-120.57417,10086591
Primrose,Sierra,na,Gold,39.60472,-120.69639,10086580
Unidentified,Sierra,na,Gold,39.72111,-120.89750,10086565
King Cons Group,Sierra,5000 Feet,Gold,39.47222,-120.80639,10086542
Amethyst,Sierra,na,Gold,39.48667,-120.84250,10086523
Queen of Sheba,Sierra,na,Gold,39.44639,-120.85306,10086514
Plumbago,Sierra,4199 Feet,Gold,39.45278,-120.81167,10086507
Original Sixteen-To-One,Sierra,na,Gold,39.46389,-120.84722,10086501
Fawcett Mines Co,Siskiyou,3281 Feet,Gold,41.98361,-122.98806,10077787
Fairy Queen Mine,Siskiyou,5200 Feet,Gold,41.9525,-122.73690,10238300
Buzzard Hill Mine Inc.,Siskiyou,1001 Feet,Gold,41.73111,-123.43417,10086610
Hyde Mine,Siskiyou,5200 Feet,Gold,41.25194,-122.84194,10111163
Neft and Sons Mine,Siskiyou,2001 Feet,Gold,41.8483,-123.05250,10239032
Deer Pen Creek,Siskiyou,3199 Feet,Gold,41.4181,-123.10110,10166195
Unnamed Location,Siskiyou,2398 Feet,Gold,41.8372,-122.81940,10165753
Hi-You Mines,Siskiyou,4400 Feet,Gold,41.7222,-122.81610,10141455
Gold Crown,Siskiyou,2881 Feet,Gold,41.7669,-122.73360,10263171
Welders,Siskiyou,3921 Feet,Gold,41.3081,-122.70310,10213966
Hazel Mine,Siskiyou,2559 Feet,Gold,41.9028,-122.57280,10116767
Keynote Group,Siskiyou,2799 Feet,Gold,41.8083,-122.58030,10263564
Unnamed Location,Siskiyou,2480 Feet,Gold,41.765,-122.58060,10165376
Maybe So,Siskiyou,2001 Feet,Gold,41.1614,-123.20780,10141671
Webb Mine,Siskiyou,2398 Feet,Gold,41.3483,-123.16890,10189322
Cash Hydraulic Mine,Siskiyou,1601 Feet,Gold,41.2294,-123.25470,10263553
Hickey,Siskiyou,5200 Feet,Gold,41.25667,-123.08833,10086634
Colburn,Siskiyou,3999 Feet,Gold,41.1703,-123.10530,10189510
Mary Alma Placer,Siskiyou,1601 Feet,Gold,41.8464,-123.22110,10165772
Twan and Hannan Mine,Siskiyou,2500 Feet,Gold,41.4028,-123.53890,10213568
Wright and Fletcher,Siskiyou,3199 Feet,Gold,41.5917,-122.92220,10141889
Rainbow Mine,Siskiyou,2949 Feet,Gold,41.7764,-122.64250,10213519
China Ridge,Siskiyou,2001 Feet,Gold,41.2822,-123.26780,10189593
Lewis,Siskiyou,4478 Feet,Gold,41.2644,-123.08580,10263302
Dunnigan Placer,Siskiyou,2001 Feet,Gold,41.42,-123.52110,10141283
Fox Creek,Siskiyou,4400 Feet,Gold,41.2786,-122.84310,10287433
Unnamed Mine,Siskiyou,3599 Feet,Gold,41.3211,-122.86890,10141362
Quartz Valley,Siskiyou,2799 Feet,Gold,41.5933,-122.96250,10189650
Eliza Mine,Siskiyou,4800 Feet,Gold,41.7622,-122.78420,10213743
Only Hope Placer Mine,Siskiyou,4800 Feet,Gold,41.7428,-122.76280,10263344
Sheffield Mine,Siskiyou,2080 Feet,Gold,41.3019,-123.16030,10141257
Golden Jubilee,Siskiyou,4081 Feet,Gold,41.7614,-122.76750,10213777
Denny Placer,Siskiyou,3999 Feet,Gold,41.30333,-122.80778,10111160
Knownothing Placer,Siskiyou,938 Feet,Gold,41.7806,-123.39310,10213521
Indian Frank,Siskiyou,1119 Feet,Gold,41.6864,-123.44280,10286560
Bennett Patent,Siskiyou,1601 Feet,Gold,41.2522,-123.32080,10238005
Callahan District,Siskiyou,na,Gold,41.2864,-122.69420,60000929
Washolt,Siskiyou,3999 Feet,Gold,41.0697,-123.03110,10213878
Silver Gray,Siskiyou,2001 Feet,Gold,41.8564,-123.31690,10165732
