i	dep_id	yr	line	res_nm	res_tp	proved	probable	reserves	meas	indic	demo	infer	tot_resources	tot_endowment	units	best_rec	remrk	inserted_by	insert_date	updated_by	update_date
11267	"10015299"	"1973"	22	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11268	"10255329"	"1992"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11269	"10163890"	"1948"	1	""	"In-situ"					90780	90780		90780		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11270	"10138876"	"1948"	1	""	"In-situ"					270000	270000		270000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11271	"10143793"	"1978"	1	""	"In-situ"				27000000		27000000		27000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11272	"10143793"	"1975"	4	""	"In-situ"					54000000	54000000		54000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11273	"10143793"	"1975"	3	""	"In-situ"					12000000	12000000		12000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11274	"10143793"	"1975"	2	""	"In-situ"					42000000	42000000		42000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11275	"10107260"	"1978"	28	""	"In-situ"				318901000						"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11276	"10207087"	"1989"	3	""	"In-situ"							1010000000	1010000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11277	"10207087"	"1987"	2	""	"In-situ"						734230666				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
11278	"10207087"	"1978"	1	""	"In-situ"								318000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11279	"10145659"	"1977"	1	""	"In-situ"					14	14	14	28		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11280	"10056390"	"1988"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11281	"10158366"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11282	"10073106"	"1974"	22	""	"In-situ"								128000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11283	"10073106"	"1974"	20	""	"In-situ"								665000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11284	"10073106"	"1974"	3	""	"In-situ"								1280000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11285	"10073106"	"1974"	1	""	"In-situ"								6650000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
11286	"10047166"	"1987"	1	""	"In-situ"								1768000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11287	"10047166"	"1982"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11288	"10047166"	"1981"	20	""	"In-situ"								1000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11289	"10280680"	"1993"	1	""	"In-situ"						23100000		23100000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11290	"10158985"	"1991"	3	""	"In-situ"				972000		972000		972000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11291	"10158985"	"1991"	2	""	"In-situ"				163100000		163100000		163100000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11292	"10158985"	"1991"	1	""	"In-situ"				163100000		163100000		163100000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11293	"10124835"	"2004"	1	""	"In-situ"	4170000	3719000		41280000			1361000			"mt ore"	""	"Converted English Units to Metric\nCategory Mineral Resources*\nAg opt Cu % Million Tons\nMeasured 1.51 0.76 45.5\nIndicated 1.69 0.64 8.5\nMeasured and\nIndicated 1.55 0.74 54.0\nInferred 1.67 0.36 1.5\n*Stated at a US$11NSR/Ton cut-off\nTable II: Troy Project, Montana, Statement of Mineral Reserves ? July 2004.\nProven and Probable Reserves*\nCategories Ag opt Cu % NSR Million Tons\nProven 1.47 0.69 $14.47 4.6\nProbable 1.69 0.61 $14.34 4.1\nProven and Probable 1.57 0.65 $14.41 8.7"	"DCAUSEY"	"23-JUL-09"	"DCAUSEY"	"07-JAN-10"
11294	"10124835"	"1984"	1	""	"In-situ"				52003000		104006000		104006000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"DCAUSEY"	"07-JAN-10"
11295	"10128908"	"1997"	1	""	"In-situ"						45000000		45000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11296	"10279995"	"1994"	9	""	"In-situ"						3847000		3847000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11297	"10279995"	"1994"	3	""	"In-situ"						2075000		2075000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11298	"10279995"	"1994"	2	""	"In-situ"						1772000		1772000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11299	"10279995"	"1992"	1	""	"In-situ"					4500000	4500000		4500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11300	"10182671"	"1954"	3	""	"In-situ"				9000000		9000000		9000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11301	"10255228"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11302	"10191177"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11303	"10184182"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11304	"10096946"	"1987"	7	""	"In-situ"								30000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11305	"10096946"	"1987"	5	""	"In-situ"								110000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11306	"10096946"	"1987"	3	""	"In-situ"								190000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11307	"10096946"	"1990"	1	""	"In-situ"								1250000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
11308	"10231177"	"1986"	3	""	"In-situ"				17500000		17500000		17500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11309	"10231177"	"1986"	2	""	"In-situ"				10500000		10500000		10500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11310	"10231177"	"1986"	1	""	"In-situ"				42000000		42000000		42000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11311	"10254913"	"1974"	3	""	"In-situ"				2000000		2000000		2000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11312	"10209952"	"1993"	1	""	"In-situ"							6900	6900		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11313	"10024480"	"1981"	20	""	"In-situ"								88904000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11314	"10023296"	"1990"	3	""	"In-situ"				1630000000				65000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
11315	"10159976"	"1990"	7	""	"In-situ"					1100000	1100000		1100000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11316	"10159976"	"1990"	6	""	"In-situ"					450000	450000		450000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11317	"10159976"	"1989"	5	""	"In-situ"					1600000	1600000		1600000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11318	"10159976"	"1989"	4	""	"In-situ"							75000	75000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11319	"10159976"	"1989"	3	""	"In-situ"				1250000		1250000		1250000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11320	"10159976"	"1989"	2	""	"In-situ"				510000		510000		510000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11321	"10159976"	"1989"	1	""	"In-situ"					70000000	70000000		70000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11322	"10181983"	"1992"	2	""	"In-situ"								630000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11323	"10181983"	"1992"	1	""	"In-situ"							142000	142000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11324	"10121035"	"1986"	1	""	"In-situ"					1710000	1710000		1710000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11325	"10121035"	"1995"	2	""	"In-situ"								2134610		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11326	"10188394"	"1991"	1	""	"In-situ"							540000	540000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11327	"10125557"	"1997"	5	""	"In-situ"						33701000				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11328	"10125557"	"1997"	4	""	"In-situ"						9979000				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11329	"10125557"	"1997"	3	""	"In-situ"						23722000				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11330	"10125557"	"1996"	2	""	"In-situ"						18210000		18210000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11331	"10125557"	"1996"	1	""	"In-situ"						13245000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
11332	"10134225"	"0"	1	""	"In-situ"				380000000		380000000		380000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11333	"10135634"	"1992"	1	""	"In-situ"					11000000	11000000		11000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11334	"10194410"	"1943"	1	""	"In-situ"					13750	13750		13750		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11335	"10025076"	"1973"	20	""	"In-situ"								200000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11336	"10158472"	"1993"	3	""	"In-situ"						40200000		40200000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11337	"10158472"	"1992"	2	""	"In-situ"					40000000	40000000		40000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11338	"10158472"	"1991"	1	""	"In-situ"								21500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11339	"10046282"	"1981"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
11340	"10181905"	"1981"	1	""	"In-situ"				48700000		48700000		48700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11341	"10206218"	"1986"	2	""	"In-situ"				4200000		4200000		4200000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11342	"10206218"	"1992"	1	""	"In-situ"						5200000		5200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11343	"10134098"	"1994"	1	""	"In-situ"				90000000	1160000000	1250000000	550000000	1800000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11344	"10106765"	"1981"	20	""	"In-situ"								19000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11345	"10134146"	"1976"	1	""	"In-situ"				850000	850000	1700000	850000	2550000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11346	"10048592"	"1983"	1	""	"In-situ"								16000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
11347	"10104461"	"1939"	1	""	"In-situ"								645000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11348	"10254926"	"1971"	1	""	"In-situ"					3400000	3400000		3400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11349	"10079055"	"1977"	20	""	"In-situ"								1000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11350	"10303835"	"1977"	3	""	"In-situ"							120000	120000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11351	"10293975"	"1970"	1	""	"In-situ"							7257400	11339000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11352	"10293975"	"1970"	3	""	"In-situ"							907180	1451400		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11353	"10293975"	"1970"	2	""	"In-situ"							907180	1360700		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11354	"10070079"	"1975"	24	""	"In-situ"								125000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11355	"10070079"	"1975"	5	""	"In-situ"								12500000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11356	"10265754"	"1971"	1	""	"In-situ"					63500	63500		63500		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11357	"10265754"	"1970"	2	""	"In-situ"					63500	63500		63500		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11358	"10103888"	"1977"	22	""	"Dump"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11359	"10103888"	"1977"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11360	"10230126"	"1973"	3	""	"In-situ"				37190000		37190000		37190000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11361	"10069233"	"1973"	5	""	"In-situ"								136050000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11362	"10303516"	"1967"	6	""	"In-situ"								9300000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
11363	"10303516"	"1967"	5	""	"In-situ"								21800000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
11364	"10303516"	"1967"	4	""	"In-situ"								32800000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
11365	"10303516"	"1967"	3	""	"In-situ"								2400000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
11366	"10303516"	"1967"	2	""	"In-situ"								8300000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
11367	"10303516"	"1967"	1	""	"In-situ"								10900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11368	"10054979"	"1972"	20	""	"In-situ"								156000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11369	"10054985"	"1972"	20	""	"In-situ"								600000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11370	"10099332"	"1973"	20	""	"In-situ"								5250000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11371	"10207073"	"1982"	1	""	"In-situ"				320000	1000000	1320000	1500000	2820000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11372	"10054931"	"1989"	20	""	"In-situ"								61690000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11373	"10310323"	"1988"	1	"Tusc"	"In-situ"								14300000		"mt ore"	"Y"	""	"PSCHRUBE"	"13-MAY-2009 10:20:44"	"PSCHRUBE"	"13-MAY-2009 10:24:46"
11374	"10310536"	"1996"	1	""	"In-situ"						725748		725748		"mt ore"	"Y"	""	"MAS migration"	"26-MAY-2009 10:49:59"	""	""
11375	"10069412"	"1943"	24	""	"In-situ"								58538000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11376	"10182206"	"1975"	3	""	"In-situ"				5600000		5600000		5600000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11377	"10183136"	"1975"	1	""	"In-situ"				2720000		2720000		2720000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11378	"10231000"	"1994"	1	""	"In-situ"							500000000	500000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11379	"10279683"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11380	"10207184"	"1987"	1	""	"In-situ"				5000000	600000	5600000	1500000	7100000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11381	"10121035"	"1996"	3	""	"In-situ"								4799000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11382	"10136495"	"1984"	1	""	"In-situ"							494	494		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11383	"10079735"	"1984"	32	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11384	"10079735"	"1984"	30	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11385	"10079735"	"1984"	28	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11386	"10079735"	"1980"	26	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11387	"10079735"	"1980"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11388	"10079735"	"1980"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11389	"10079735"	"1979"	20	""	"In-situ"								75000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11390	"10158288"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11391	"10279854"	"1994"	6	""	"In-situ"					21700000	21700000		21700000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11392	"10279854"	"1995"	9	""	"In-situ"						79726000		79726000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11393	"10279854"	"1995"	8	""	"In-situ"						21700000		21700000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11394	"10279854"	"1995"	7	""	"In-situ"						58026000		58026000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11395	"10279854"	"1994"	5	""	"In-situ"				58000000		58000000		58000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11396	"10279854"	"1984"	4	""	"In-situ"				8000000		8000000		8000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11397	"10279854"	"1984"	3	""	"In-situ"				34000000		34000000		34000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11398	"10279854"	"1984"	2	""	"In-situ"				11000000		11000000		11000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11399	"10040050"	"1944"	1	""	"In-situ"								500000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11400	"10040011"	"1947"	1	""	"In-situ"								6828000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11401	"10158736"	"1992"	3	""	"In-situ"							500000	500000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11402	"10158736"	"1992"	2	""	"In-situ"					1900000	1900000		1900000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11403	"10158736"	"1992"	1	""	"In-situ"				2600000		2600000		2600000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11404	"10025058"	"1978"	20	""	"In-situ"								26000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11405	"10231779"	"1977"	3	""	"In-situ"				791000		791000		791000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11406	"10239999"	"1990"	2	""	"In-situ"								15470000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11407	"10239999"	"1988"	9	""	"In-situ"						29500000		29500000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11408	"10239999"	"1988"	1	""	"In-situ"						29500000		29500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11409	"10159203"	"1977"	3	""	"In-situ"				1500000		1500000		1500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11410	"10134076"	"1978"	1	""	"In-situ"				7260000	10040000	17300000		17300000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11411	"10054984"	"1972"	22	""	"In-situ"								125000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11412	"10206963"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11413	"10065204"	"1989"	20	""	"In-situ"								61690000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11414	"10133792"	"1984"	3	""	"In-situ"					10400000	10400000		10400000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11415	"10133792"	"1984"	2	""	"In-situ"				17000000	25000000	42000000		42000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11416	"10133792"	"1978"	1	""	"In-situ"								14000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
11417	"10069233"	"1975"	3	""	"In-situ"								136000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
11418	"10085037"	"1990"	22	""	"In-situ"								435000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11419	"10085037"	"1990"	20	""	"In-situ"								16000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11420	"10082898"	"1978"	1	""	"In-situ"								3000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
11421	"10229591"	"1981"	1	""	"In-situ"					6110000	6110000		6110000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
11422	"10158907"	"1970"	1	""	"In-situ"					50000	50000		50000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11423	"10255946"	"1977"	3	""	"In-situ"				2410000		2410000		2410000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11424	"10159238"	"1980"	1	""	"In-situ"					1000000	1000000		1000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
11425	"10304149"	"1991"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
