i	dep_id	yr	line	res_nm	res_tp	proved	probable	reserves	meas	indic	demo	infer	tot_resources	tot_endowment	units	best_rec	remrk	inserted_by	insert_date	updated_by	update_date
3985	"10123595"	"1973"	1	""	"In-situ"							18143000	20411000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
3986	"10123595"	"1973"	2	""	"In-situ"							18143000	20411000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
3987	"10100582"	"1976"	1	""	"In-situ"								2000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
3988	"10303647"	"1995"	9	""	"In-situ"						24467000		24467000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3989	"10303647"	"1995"	7	""	"In-situ"						19496000		19496000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3990	"10303647"	"1995"	6	""	"In-situ"						4971000		4971000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3991	"10303647"	"1994"	5	""	"In-situ"					304000	304000		304000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3992	"10303647"	"1994"	4	""	"In-situ"					4623000	4623000		4623000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3993	"10303647"	"1994"	3	""	"In-situ"						19496000		19496000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3994	"10303647"	"1986"	2	""	"In-situ"					2341000	2341000		2341000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3995	"10084833"	"1967"	1	""	"In-situ"								66964000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
3996	"10221227"	"1970"	2	""	"In-situ"							9071800	12699999		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3997	"10221227"	"1970"	1	""	"In-situ"							2721500	3628700		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3998	"10073091"	"1977"	20	""	"In-situ"								75000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
3999	"10073091"	"1977"	1	""	"In-situ"								7500000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4000	"10089008"	"1971"	1	""	"In-situ"								96000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4001	"10072979"	"1977"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4002	"10280466"	"0"	3	""	"In-situ"				1700000		1700000		1700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4003	"10222736"	"1996"	6	""	"In-situ"							11198000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4004	"10134319"	"1976"	3	""	"In-situ"				1700000		1700000		1700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4005	"10158168"	"1995"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
4006	"10230910"	"0"	1	""	"In-situ"						3680000		3680000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4007	"10234025"	"1984"	6	""	"In-situ"							5512	5512		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4008	"10234025"	"1984"	5	""	"In-situ"							353	353		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4009	"10234025"	"1984"	4	""	"In-situ"							25	25		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4010	"10234025"	"1984"	3	""	"In-situ"							17	17		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4011	"10234025"	"1984"	2	""	"In-situ"							55	55		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4012	"10234025"	"1984"	1	""	"In-situ"							49	49		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4013	"10057600"	"1979"	1	""	"In-situ"								10000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4014	"10086147"	"1982"	1	""	"In-situ"								158000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4015	"10056378"	"1985"	20	""	"In-situ"								453500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4016	"10302641"	"1997"	4	""	"In-situ"						210000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4017	"10302641"	"1996"	3	""	"In-situ"						640000		640000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4018	"10302641"	"1995"	2	""	"In-situ"						1000000		1000000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4019	"10302641"	"1994"	1	""	"In-situ"				1400000		1400000		1400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4020	"10080963"	"1963"	20	""	"In-situ"							107936000			"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4021	"10084800"	"1984"	20	""	"In-situ"								1377495000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4022	"10084800"	"1981"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4023	"10157379"	"1993"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4024	"10157379"	"1985"	3	""	"In-situ"					1377000	1377000		1377000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4025	"10157379"	"1977"	2	""	"In-situ"				2034700		2034700		2034700		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4026	"10055024"	"1973"	1	""	"In-situ"								60000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4027	"10006416"	"1982"	26	""	"In-situ"								22119000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4028	"10006416"	"1982"	24	""	"In-situ"								2664000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4029	"10006416"	"1982"	22	""	"In-situ"								2384000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4030	"10006416"	"1982"	20	""	"In-situ"								830000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4031	"10057764"	"1944"	1	""	"In-situ"								17500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4032	"10222664"	"1996"	5	""	"In-situ"						190209000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4033	"10222664"	"1995"	4	""	"In-situ"							155499000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4034	"10222664"	"1995"	3	""	"In-situ"						147165000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4035	"10222664"	"1994"	2	""	"In-situ"							144565000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4036	"10222664"	"1994"	1	""	"In-situ"						149000000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
4037	"10106036"	"1977"	1	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4038	"10233538"	"1984"	1	""	"In-situ"							330	330		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4039	"10222179"	"1997"	8	""	"In-situ"						73334000	103589000	176923000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4040	"10222179"	"1997"	7	""	"In-situ"							96871000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4041	"10222179"	"1997"	6	""	"In-situ"							6718000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4042	"10222179"	"1997"	5	""	"In-situ"						73334000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4043	"10222179"	"1997"	4	""	"In-situ"					17726000					"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4044	"10222179"	"1997"	3	""	"In-situ"				55608000						"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4045	"10222179"	"1996"	2	""	"In-situ"							91202000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4046	"10222179"	"1996"	1	""	"In-situ"						68958000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
4047	"10120442"	"1973"	1	""	"In-situ"					4539	4539		4539		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4048	"10009910"	"1989"	1	"Open Pit Bulk Minable Drill Indicated Geologic Resource"	"In-situ"								4320000		"mt ore"	"Y"	""	"Long, Keith R."	"22-MAR-2005 00:00:00"	"Long, Keith R."	"22-MAR-2005 00:00:00"
4049	"10304505"	"1992"	1	""	"In-situ"				1200000		1200000		1200000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4050	"10129606"	"1997"	7	""	"In-situ"						5805000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4051	"10303647"	"1993"	1	""	"In-situ"					25821000	25821000		25821000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4052	"10059571"	"1982"	1	""	"In-situ"								500000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4053	"10303718"	"1992"	1	""	"In-situ"					100000000	100000000		100000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4054	"10073132"	"1976"	1	""	"In-situ"								10520000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4055	"10206322"	"1976"	2	""	"In-situ"					10500000	10500000		10500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4056	"10206322"	"1973"	1	""	"In-situ"					24500000	24500000		24500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4057	"10073134"	"1973"	1	""	"In-situ"								26490000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4058	"10107443"	"1988"	1	""	"In-situ"								13172000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4059	"10107443"	"1987"	26	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4060	"10107443"	"1986"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4061	"10222736"	"1997"	9	""	"In-situ"						20603000	10016000	30619000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4062	"10222736"	"1997"	8	""	"In-situ"							10016000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4063	"10222736"	"1997"	7	""	"In-situ"						20603000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4064	"10222736"	"1996"	5	""	"In-situ"						37511000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4065	"10222736"	"1995"	4	""	"In-situ"							14636000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4066	"10222736"	"1995"	3	""	"In-situ"						49060000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4067	"10222736"	"1994"	2	""	"In-situ"							14485000			"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4068	"10222736"	"1994"	1	""	"In-situ"						60531000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
4069	"10160942"	"1984"	1	""	"In-situ"							551	551		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4070	"10023451"	"1984"	1	""	"In-situ"								18000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4071	"10232662"	"1989"	9	""	"In-situ"						113400000		113400000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4072	"10232662"	"1991"	3	""	"In-situ"						113400000		113400000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4073	"10232662"	"1981"	2	""	"In-situ"					24700000	24700000		24700000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4074	"10232662"	"1981"	1	""	"In-situ"							125000000	125000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4075	"10073112"	"1975"	1	""	"In-situ"								82000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4076	"10182983"	"1991"	3	""	"In-situ"						60000000		60000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4077	"10089361"	"1977"	22	""	"In-situ"								336000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4078	"10089361"	"1973"	20	""	"In-situ"								136000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4079	"10089361"	"1973"	1	""	"In-situ"								1360000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4080	"10158181"	"1993"	2	""	"In-situ"						19500000		19500000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4081	"10158181"	"1993"	1	""	"In-situ"				14700000		14700000		14700000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4082	"10272940"	"1981"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
4083	"10133929"	"1975"	1	""	"In-situ"					1600000	1600000	2400000	4000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4084	"10024538"	"1976"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4085	"10230370"	"1976"	1	""	"In-situ"					27000000	27000000		27000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4086	"10006263"	"1977"	22	""	"In-situ"								31471000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4087	"10006263"	"1977"	20	""	"In-situ"								3198000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4088	"10310359"	"1995"	3	""	"In-situ"						3626878				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4089	"10310359"	"1994"	2	""	"In-situ"				1052334		1052334		1052334		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4090	"10310359"	"1995"	1	""	"In-situ"				328000		328000		328000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4091	"10134279"	"1982"	1	""	"In-situ"					612299	612299		612299		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4092	"10280772"	"1993"	1	""	"In-situ"				6400000		6400000		6400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4093	"10079226"	"1976"	20	""	"In-situ"								5100000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4094	"10079226"	"1984"	3	""	"In-situ"								18370000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
4095	"10079226"	"1984"	1	""	"In-situ"								2210000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4096	"10134515"	"1996"	1	""	"In-situ"						9072		9072		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4097	"10023301"	"1981"	1	""	"In-situ"								7000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4098	"10088440"	"1944"	20	""	"In-situ"							226000			"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4099	"10056282"	"1974"	20	""	"In-situ"								13800000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4100	"10232074"	"1993"	1	""	"In-situ"					3875000	3875000		3875000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4101	"10159186"	"1994"	7	""	"In-situ"					26100000	26100000		26100000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4102	"10159186"	"1994"	6	""	"In-situ"					18900000	18900000		18900000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4103	"10159186"	"1993"	9	""	"In-situ"					645000000	645000000		645000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4104	"10159186"	"1991"	5	""	"In-situ"							60000000	60000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4105	"10129606"	"1997"	6	""	"In-situ"					3946000	3946000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4106	"10129606"	"1997"	5	""	"In-situ"					181000	181000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4107	"10129606"	"1997"	4	""	"In-situ"						1678000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4108	"10129606"	"1996"	2	""	"In-situ"						3300000		3300000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4109	"10129606"	"1996"	1	""	"In-situ"						3900000		3900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4110	"10159105"	"1977"	3	""	"In-situ"				19510000		19510000		19510000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4111	"10233741"	"1980"	1	""	"In-situ"					551	551		551		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4112	"10158518"	"1988"	3	""	"In-situ"						709000		709000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4113	"10158518"	"1974"	2	""	"In-situ"					1088000	1088000		1088000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4114	"10158518"	"1952"	1	""	"In-situ"					630000	630000		630000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4115	"10155445"	"0"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
4116	"10280762"	"1993"	2	""	"In-situ"						200000000		200000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4117	"10280762"	"1976"	1	""	"In-situ"				72000000		72000000		72000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4118	"10069270"	"1966"	3	""	"In-situ"								7000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4119	"10098724"	"1985"	20	""	"In-situ"								5000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4120	"10310373"	"1985"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4121	"10310373"	"1982"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4122	"10310373"	"1983"	23	""	"In-situ"				551000		551000	662000	1213000		"mt ore"	"Y"	""	"MAS migration"	"21-APR-2009 07:17:51"	""	""
4123	"10008058"	"1974"	1	""	"In-situ"								1750000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4124	"10230239"	"1992"	1	""	"In-situ"						360000		360000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4125	"10023421"	"1976"	1	""	"In-situ"								385000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4126	"10006583"	"1990"	3	""	"In-situ"								17355000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4127	"10006583"	"1990"	1	""	"In-situ"								1254000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4128	"10149626"	"1997"	9	""	"In-situ"						13517000		13517000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4129	"10149626"	"1996"	8	""	"In-situ"						13558810		13558810		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4130	"10149626"	"1996"	7	""	"In-situ"						10423734		10423734		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4131	"10149626"	"1996"	6	""	"In-situ"						1686275		1686275		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4132	"10149626"	"1996"	5	""	"In-situ"						8737459		8737459		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4133	"10149626"	"1996"	4	""	"In-situ"						8696454		8696454		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4134	"10149626"	"1991"	3	""	"In-situ"								7934762		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4135	"10149626"	"1991"	2	""	"In-situ"						1205992		1205992		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4136	"10149626"	"1991"	1	""	"In-situ"						6586552		6586552		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4137	"10278774"	"1990"	1	""	"In-situ"						5080000		5080000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4138	"10197878"	"0"	1	""	"In-situ"				20000	20000	40000	20000	60000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4139	"10023268"	"1994"	1	""	"In-situ"						1000000		1000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
4140	"10090128"	"1956"	1	""	"In-situ"								63000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4141	"10133193"	"1992"	2	""	"In-situ"								3100000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"PSCHRUBE"	"30-AUG-11"
4142	"10133193"	"1992"	1	""	"In-situ"								3900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"PSCHRUBE"	"30-AUG-11"
4143	"10073063"	"1984"	22	""	"In-situ"								127413000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4144	"10073063"	"1981"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4145	"10073063"	"1968"	20	""	"In-situ"								236000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
4146	"10073063"	"1968"	1	""	"In-situ"								236000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
4147	"10305393"	"1973"	3	""	"In-situ"				181000		181000		181000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4148	"10305393"	"1985"	1	""	"In-situ"					127000	127000		127000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4149	"10133335"	"1992"	9	""	"In-situ"						2353000		2353000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4150	"10133335"	"1997"	6	""	"In-situ"						2237118				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4151	"10133335"	"1997"	7	""	"In-situ"						1885129				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
4152	"10133335"	"1992"	5	""	"In-situ"						2122000		2122000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4153	"10133335"	"1991"	4	""	"In-situ"						2994000		2994000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4154	"10133335"	"1991"	3	""	"In-situ"						231000		231000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4155	"10133335"	"1991"	2	""	"In-situ"						2762000		2762000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
4156	"10133335"	"1980"	1	""	"In-situ"					2170000	2170000		2170000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
