gid,state,county,ftr_type,ftr_name,ftr_azimut,topo_name,topo_date,topo_scale,compiledby,remarks,gda_id,scanid,dir,longitude,latitude
60178,CA,Siskiyou,"Open Pit Mine","Penn Mine",0,"Condrey Mtn.",1983,24000,"CA Dept Conserv",,5511399,289458,,-122.98827699899994,41.983425106000084
501207,CA,Siskiyou,"Prospect Pit","Penn Mine",0,"Condrey Mtn.",1955,62500,USGS,,5679224,297170,,-122.98915127399994,41.98336074800005
60165,CA,Siskiyou,"Open Pit Mine","Cobb Mine",0,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,,-123.07485965599994,41.996382175000065
60218,CA,Siskiyou,"Open Pit Mine","Boggs Mine",0,"Dutch Creek",1980,24000,"CA Dept Conserv","Symbolized as Gravel/Borrow Pit - Undifferentiated, but labeled Mine.",5512939,302964,,-123.06456801199994,41.99964061400004
83940,CA,Siskiyou,"Prospect Pit",,0,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,,-123.09324768399989,41.96381507500007
84039,CA,Siskiyou,"Prospect Pit",,0,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,,-123.10232119799991,41.96346085000005
84081,CA,Siskiyou,"Prospect Pit",,0,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,,-123.09292300599992,41.96606627400007
84129,CA,Siskiyou,"Prospect Pit",,0,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,,-123.09550856599992,41.96719062200009
84160,CA,Siskiyou,"Prospect Pit","Mohawk Mine",0,"Figurehead Mtn.",1980,24000,"CA Dept Conserv",,5657560,290518,,-123.25805306199993,41.99375835400008
85710,CA,Siskiyou,Quarry,,0,"Kangaroo Mountain",1996,24000,USGS,,5516317,101496,,-123.1948349459999,41.98436426500007
501183,CA,Siskiyou,"Prospect Pit",,0,Ruch,1954,62500,USGS,,5545290,282850,,-123.14219885299991,42.00091505100005
48680,CA,Siskiyou,Adit,"Tin Cup Mine",60,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,ne,-123.09559531299993,41.96594810600004
489625,CA,Siskiyou,Adit,"Blue Ledge Mine",80,"Seiad Valley",1955,62500,USGS,,5657979,301672,e,-123.09356169199992,41.96365426300008
489762,CA,Siskiyou,Adit,,97,"Seiad Valley",1955,62500,USGS,,5657979,301672,e,-123.09500174199991,41.96570916500008
489946,CA,Siskiyou,Adit,,111,"Seiad Valley",1955,62500,USGS,,5657979,301672,e,-123.10037361299993,41.96320121300005
489836,CA,Siskiyou,Adit,,148,"Seiad Valley",1955,62500,USGS,,5657979,301672,se,-123.10962876499991,41.95706886600004
489945,CA,Siskiyou,Adit,,156,"Seiad Valley",1955,62500,USGS,,5657979,301672,se,-123.10252559799994,41.961308114000076
48485,CA,Siskiyou,Adit,,214,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,sw,-123.10693813199993,41.96028611300005
48505,CA,Siskiyou,Adit,"Blue Ledge Mine",214,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,sw,-123.10800260299993,41.95975318500007
48835,CA,Siskiyou,Adit,,215,"Dutch Creek",1980,24000,"CA Dept Conserv",,5512939,302964,sw,-123.10761072199995,41.95903554000006
489853,CA,Siskiyou,Adit,,222,"Seiad Valley",1955,62500,USGS,,5657979,301672,sw,-123.10841335099991,41.95713358800003
48704,CA,Siskiyou,Adit,,260,"Squaw Lakes",1983,24000,USGS,,5421852,281604,w,-123.10714466799993,42.00309250500004
489609,CA,Siskiyou,Adit,,256,"Seiad Valley",1955,62500,USGS,,5657979,301672,w,-123.10823893899993,41.95611779900008
489804,CA,Siskiyou,Adit,Tunnel,270,Ruch,1954,62500,USGS,,5545290,282850,w,-123.1081697169999,42.00439871700007
48813,CA,Siskiyou,Adit,,345,"Squaw Lakes",1983,24000,USGS,,5421852,281604,n,-123.10287863799994,42.00051803700006
501241,CA,Siskiyou,"Prospect Pit",,0,"Preston Peak",1956,62500,USGS,,5657859,298675,,-123.5385439079999,41.94084551700007
50689,CA,Siskiyou,"Cinder Pit",,0,"Sharp Mtn.",1988,24000,"CA Dept Conserv",,5523211,295144,,-121.7576308109999,41.73616399100007
52305,CA,Siskiyou,"Gravel Pit",,0,"Mount Dome",1985,24000,"CA Dept Conserv",,5518921,293175,,-121.7498437129999,41.778352098000084
52311,CA,Siskiyou,"Gravel Pit",,0,"Mount Dome",1985,24000,"CA Dept Conserv",,5518921,293175,,-121.75054947699994,41.78049663200005
490458,CA,Siskiyou,"Cinder Pit",,0,Bray,1950,62500,USGS,"Label without symbol. Point placed at center of label and feature type inferred from label.",5500727,296903,,-121.99033158899994,41.68801065200006
491054,CA,Siskiyou,"Gravel Pit",,0,Dorris,1950,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5501471,297320,,-121.90586591699991,41.925020620000055
495922,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Dorris,1950,62500,USGS,,5501471,297320,,-121.98635356499994,41.836467551000055
50299,CA,Siskiyou,"Borrow Pit",,0,Dorris,1985,24000,"CA Dept Conserv",,5657510,289995,,-121.90127759299992,41.93498132800005
50313,CA,Siskiyou,"Borrow Pit",,0,Dorris,1985,24000,"CA Dept Conserv",,5657510,289995,,-121.8846041249999,41.948866243000055
50319,CA,Siskiyou,"Borrow Pit",,0,"Sams Neck",1985,24000,"CA Dept Conserv",,5522209,294935,,-122.0643724439999,41.91018436500008
50349,CA,Siskiyou,"Borrow Pit",,0,Dorris,1985,24000,"CA Dept Conserv",,5657510,289995,,-121.88912933899991,41.95305158300005
50356,CA,Siskiyou,"Borrow Pit",,0,Dorris,1985,24000,"CA Dept Conserv",,5657510,289995,,-121.89049897099994,41.96403985500007
50445,CA,Siskiyou,"Borrow Pit",,0,"Sams Neck",1985,24000,"CA Dept Conserv",,5522209,294935,,-122.03686496199992,41.963639045000036
50448,CA,Siskiyou,"Borrow Pit",,0,Dorris,1985,24000,"CA Dept Conserv",,5657510,289995,,-121.91072869899995,41.97637679200005
50452,CA,Siskiyou,"Borrow Pit",,0,"Sams Neck",1985,24000,"CA Dept Conserv",,5522209,294935,,-122.03183742199991,41.962455307000084
50665,CA,Siskiyou,"Cinder Pit",,0,Dorris,1985,24000,"CA Dept Conserv",,5657510,289995,,-121.90567156299994,41.92497194500004
491052,CA,Siskiyou,"Gravel Pit",,0,Dorris,1950,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5501471,297320,,-121.91256133199994,41.92497529800005
495888,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Macdoel,1954,62500,USGS,,5657741,298094,,-122.0643775939999,41.90975977800008
50297,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.04089289699994,41.78554561400006
50298,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.90113751399991,41.77445392200008
50309,CA,Siskiyou,"Borrow Pit",,0,"Red Rock Lakes",1985,24000,"CA Dept Conserv",,5521531,294570,,-121.8283922999999,41.76803330200005
50310,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.05834099399993,41.76708795700006
50335,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.00387100599994,41.63742602000008
50337,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.02144007499993,41.77714037100009
50342,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.96039662999993,41.816908211000055
50344,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.07345895899994,41.79981715000008
50346,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.96150521099992,41.85204552200008
50363,CA,Siskiyou,"Borrow Pit",,0,"Sharp Mtn.",1988,24000,"CA Dept Conserv",,5523211,295144,,-121.80164622399991,41.62750849200006
50365,CA,Siskiyou,"Borrow Pit",,0,"Sharp Mtn.",1988,24000,"CA Dept Conserv",,5523211,295144,,-121.79468630699989,41.73595775900009
50368,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.90307635699992,41.77530212600004
50386,CA,Siskiyou,"Borrow Pit",,0,"Red Rock Lakes",1985,24000,"CA Dept Conserv",,5521531,294570,,-121.84600458299991,41.774987700000054
50398,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.07126926099994,41.69870871400008
50400,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.06207946799992,41.72798362000009
50408,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.05317580399992,41.654260976000046
50410,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.04255833399992,41.68757822300006
50416,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.11416623399992,41.663797172000045
50417,CA,Siskiyou,"Borrow Pit",,0,Bray,1988,24000,"CA Dept Conserv","Labeled as Gravel Pit on 2001 map.",5509165,300000,,-121.95672264299992,41.69812004500005
50418,CA,Siskiyou,"Borrow Pit",,0,Macdoel,2001,24000,"CA Dept Conserv",,5517889,100997,,-122.07214280599993,41.80041840500007
50428,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.98707183399989,41.83649348700004
50436,CA,Siskiyou,"Borrow Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.10851344299994,41.66260970400003
50447,CA,Siskiyou,"Borrow Pit",,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.98342167499993,41.83224468100008
50642,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.04165154999993,41.67631034000004
50656,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.0331724319999,41.64398821000009
50670,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.04175095099993,41.66673000800006
50672,CA,Siskiyou,"Cinder Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.00814735699993,41.72548137400008
50675,CA,Siskiyou,"Cinder Pit",,0,"West Haight Mtn.",1986,24000,"CA Dept Conserv",,5525839,295702,,-122.05204048699994,41.51513974800008
52293,CA,Siskiyou,"Gravel Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.02151297299991,41.639181492000034
52318,CA,Siskiyou,"Gravel Pit",,0,Tennant,1988,24000,"CA Dept Conserv",,5524467,295422,,-121.99049329799993,41.623989702000074
52323,CA,Siskiyou,"Gravel Pit",,0,Tennant,1988,24000,"CA Dept Conserv",,5524467,295422,,-121.9919569789999,41.62043894900006
52325,CA,Siskiyou,"Gravel Pit",,0,Penoyar,1986,24000,"CA Dept Conserv",,5520581,294046,,-122.08238445099994,41.67323767500005
52337,CA,Siskiyou,"Gravel Pit",,0,"Ash Creek Butte",1986,24000,"CA Dept Conserv",,5507733,288078,,-122.07551577299989,41.49952280600007
52348,CA,Siskiyou,"Gravel Pit",,0,Tennant,1988,24000,"CA Dept Conserv",,5524467,295422,,-121.9296264439999,41.573291485000084
85699,CA,Siskiyou,Quarry,,0,"Sheep Mountain",1985,24000,"CA Dept Conserv",,5523247,295169,,-121.92937218999992,41.80017490000006
85709,CA,Siskiyou,Quarry,,0,Penoyar,2001,24000,USGS,,5520579,101762,,-122.0428899229999,41.677219655000044
491053,CA,Siskiyou,"Gravel Pit",,0,Macdoel,1954,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5657741,298094,,-122.02809327799991,41.78075615800009
501821,CA,Siskiyou,Quarry,,0,"The Whaleback",1954,62500,USGS,,5504771,301820,,-122.04247964099994,41.67724121300006
58728,CA,Siskiyou,"Mine Shaft",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.66645015799992,41.34928632900005
48501,CA,Siskiyou,Adit,"Facey Mine",36,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,ne,-122.6673971539999,41.346487978000084
489815,CA,Siskiyou,Adit,,120,"China Mtn.",1955,62500,USGS,,5501053,297089,se,-122.66572708099994,41.351319258000046
48516,CA,Siskiyou,Adit,,173,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,s,-122.66578890099993,41.34991979000006
48763,CA,Siskiyou,Adit,,331,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,nw,-122.6625834379999,41.34804679800004
48774,CA,Siskiyou,Adit,,334,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,nw,-122.66219575999992,41.34824893800004
489777,CA,Siskiyou,Adit,,328,"China Mtn.",1955,62500,USGS,,5501053,297089,nw,-122.66651515799992,41.346853485000054
489919,CA,Siskiyou,Adit,"Facey Mine",330,"China Mtn.",1955,62500,USGS,,5501053,297089,nw,-122.66810273399994,41.346590793000075
50404,CA,Siskiyou,"Borrow Pit",,0,"Gazelle Mtn.",1986,24000,"CA Dept Conserv",,5514389,290783,,-122.64853364699991,41.40327727200008
58720,CA,Siskiyou,"Mine Shaft",,0,"China Mountain",1998,24000,USGS,,5510799,100168,,-122.62282845599992,41.38446649600007
58741,CA,Siskiyou,"Mine Shaft",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.6230391709999,41.38437914000008
58754,CA,Siskiyou,"Mine Shaft",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.61004866299993,41.42995649900007
60145,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.60059716799992,41.41196626200008
60149,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.61938465799994,41.378994532000036
60200,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.60950565299993,41.42929678000007
60231,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.6067384019999,41.41846241600007
60234,CA,Siskiyou,"Open Pit Mine",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.60955141799991,41.42987363600008
83917,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.6009683659999,41.41605905100005
83982,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.61554992999993,41.42472823700007
84036,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.60006693799994,41.41233137200004
84085,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.60990740699992,41.42270214700005
84157,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.67051468499994,41.37154337800007
84163,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.62476757899992,41.42543062300007
84167,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,,-122.58552041099995,41.41910602200005
84180,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.67007330399991,41.373460600000044
84284,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.67018807199992,41.373149538000064
84350,CA,Siskiyou,"Prospect Pit",,0,"Gazelle Mtn.",1986,24000,"CA Dept Conserv",,5514389,290783,,-122.62984808099992,41.42606860700005
495904,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.61980700599992,41.379485998000064
495916,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.60928816899991,41.42952738200006
501132,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.58675086599993,41.420127559000036
501153,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.6055676439999,41.41784327700009
501158,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.6244710339999,41.42301717700008
501160,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.62498880499993,41.41905775300006
501239,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.6297705689999,41.42645882900007
501249,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.5850262329999,41.41921384600005
501267,CA,Siskiyou,"Prospect Pit",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.67053549499991,41.37236321100005
489536,CA,Siskiyou,Adit,Tunnel,1,"China Mtn.",1955,62500,USGS,,5501053,297089,n,-122.6149227329999,41.428356687000075
489545,CA,Siskiyou,Adit,Tunnel,94,"China Mtn.",1955,62500,USGS,,5501053,297089,e,-122.59045711499994,41.399117870000055
48695,CA,Siskiyou,Adit,,335,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,nw,-122.61481555699993,41.42837042500008
48635,CA,Siskiyou,Adit,,347,"China Mtn.",1986,24000,"CA Dept Conserv",,5510801,289211,n,-122.6162671859999,41.42787126200005
489990,CA,Siskiyou,Adit,Tunnel,359,"China Mtn.",1955,62500,USGS,,5501053,297089,n,-122.61676919399991,41.42788079500008
50293,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86114311499995,41.32676247000006
50304,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83422989699994,41.43640538800008
50321,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8320100169999,41.36675053300007
50325,CA,Siskiyou,"Borrow Pit",,0,"Fort Jones",1984,24000,"CA Dept Conserv",,5514055,290619,,-122.8266174979999,41.54261098600006
50334,CA,Siskiyou,"Borrow Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.8768403499999,41.41558633600005
50343,CA,Siskiyou,"Borrow Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.90442959799992,41.48023528900006
50345,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8452339079999,41.44835426000009
50348,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.87523837399993,41.279015091000076
50350,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.84111222199994,41.43669727000008
50359,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.84079763599993,41.448685123000075
50362,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.76778296099991,41.42826222000008
50366,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8462740679999,41.45337046100008
50367,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.80765752899993,41.33482748300008
50382,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83931239899994,41.432450704000075
50396,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.82943294199993,41.49091098000008
50402,CA,Siskiyou,"Borrow Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86002426099992,41.276494170000035
50403,CA,Siskiyou,"Borrow Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.88351970899993,41.416402420000054
50406,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.86573009699993,41.404224431000046
50413,CA,Siskiyou,"Borrow Pit",,0,"Fort Jones",1984,24000,"CA Dept Conserv",,5514055,290619,,-122.83946412699993,41.51003138900006
50415,CA,Siskiyou,"Borrow Pit",,0,"Duzel Rock",1984,24000,"CA Dept Conserv",,5512971,290127,,-122.68758463899991,41.52883314400009
50453,CA,Siskiyou,"Borrow Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.84491048199993,41.43836349400004
52285,CA,Siskiyou,"Gravel Pit",,0,"Fort Jones",1984,24000,"CA Dept Conserv",,5514055,290619,,-122.81452494699994,41.54939522700005
52296,CA,Siskiyou,"Gravel Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.83155389099994,41.37238047300008
52300,CA,Siskiyou,"Gravel Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.85223019099993,41.46177967600005
52319,CA,Siskiyou,"Gravel Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.82737668399994,41.35221006200004
52321,CA,Siskiyou,"Gravel Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.81073331599993,41.32496248800004
52336,CA,Siskiyou,"Gravel Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83723651799994,41.38511888600004
52349,CA,Siskiyou,"Gravel Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.80154578299994,41.31079540700006
58735,CA,Siskiyou,"Mine Shaft",,0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.76964386399993,41.23629295100005
58749,CA,Siskiyou,"Mine Shaft","Polar Bear Mine",0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.73206041599991,41.33615461100004
58753,CA,Siskiyou,"Mine Shaft",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8150207079999,41.29037193100004
58756,CA,Siskiyou,"Mine Shaft",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.73022399199994,41.33026205300007
60135,CA,Siskiyou,"Open Pit Mine","Gold Reef Mine",0,Greenview,2001,24000,USGS,,5514821,102272,,-122.98755476299993,41.53333829700006
60138,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86643316399994,41.32623524600007
60140,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86433903699992,41.328279930000065
60141,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8699610139999,41.323550484000066
60147,CA,Siskiyou,"Open Pit Mine",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.7069908169999,41.312866204000045
60151,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.82205985299993,41.28266211000005
60152,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86426453099995,41.329341904000046
60155,CA,Siskiyou,"Open Pit Mine",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.69323697699991,41.34259543600007
60159,CA,Siskiyou,"Open Pit Mine",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.7112687469999,41.31182577800007
60161,CA,Siskiyou,"Open Pit Mine",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.68307022699992,41.30197326400008
60162,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.83859383399994,41.28640592900007
60164,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.86378674299993,41.332021170000075
60194,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8196119889999,41.283441666000044
60196,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8337885439999,41.288111391000086
60205,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.81583330399991,41.26940195600008
60207,CA,Siskiyou,"Open Pit Mine",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.72161926199993,41.33568814000006
60209,CA,Siskiyou,"Open Pit Mine","Grouse Creek Mine",0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.72365428699993,41.316487754000036
60217,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8492246859999,41.25561180300008
60221,CA,Siskiyou,"Open Pit Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.83656978999994,41.287483042000076
83843,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83308223799992,41.45195369400005
83849,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.73127657799989,41.33498674200007
83858,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.72449066299993,41.336804931000074
83871,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.72172118899994,41.33483646700006
83879,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.74556467299993,41.35105583600006
83885,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.82236192099992,41.28498775600008
83892,CA,Siskiyou,"Prospect Pit",,0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.82835898699994,41.24452002700008
83899,CA,Siskiyou,"Prospect Pit",,0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.76754362299994,41.240964330000054
83910,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.82580449799991,41.46170569700007
83913,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.71826011999991,41.29699984000007
